제품명,브랜드,카테고리,성분명
베이비 로션,베베와나(BEBEWANNA),로션,"온천수;카프릴릭/카프릭트라이글리세라이드;프로판다이올;부틸렌글라이콜;글리세린;하이드로제네이티드폴리아이소부텐;마카다미아넛오일;에리스리톨;카프릴릴메티콘;글리세릴스테아레이트에스이;세테아릴알코올;베타-글루칸;비즈왁스;아라키딜알코올;판테놀;정제수;스테아릭애씨드;베헤닐알코올;세테아릴올리베이트;해바라기씨오일;메틸프로판다이올;솔비탄올리베이트;아라키딜글루코사이드;1,2-헥산다이올;펜틸렌글라이콜;소듐스테아로일글루타메이트;시어버터;에틸헥실글리세린;카프릴릴글라이콜;카보머;트로메타민;알란토인;캐모마일오일;소듐폴리아크릴로일다이메틸타우레이트;다이소듐이디티에이;하이드로제네이티드폴리데센;마름열매추출물;세라마이드엔피;트리데세스-10;알에이치-올리고펩타이드-1;알로에베라잎추출물;라벤더꽃추출물;캐모마일꽃추출물;병풀추출물;녹차추출물;초피나무열매추출물;할미꽃추출물;우스니아추출물"
베이비 바스앤샴푸,베베와나(BEBEWANNA),클렌저/워시,"정제수;소듐메틸코코일타우레이트;글리세린;에리스리톨;소듐코코일이세터오네이트;올리브오일글리세레스-8에스터;다이소듐코코암포다이아세테이트;글리세릴올리에이트;코코-글루코사이드;소듐클로라이드;온천수;부틸렌글라이콜;하이드록시아세토페논;메틸프로판다이올;캐모마일오일;시트릭애씨드;1,2-헥산다이올;에틸헥실글리세린;폴리쿼터늄-10;헥실렌글라이콜;마름열매추출물;펜틸렌글라이콜;카프릴릴글라이콜;녹차추출물;캐모마일꽃추출물;병플추출물;라벤더꽃추출물;알로에베라잎추출물;우스니아추출물;초피나무열매추출물;할미꽃추출물;알에이치-올리고펩타이드-1"
베이비 울트라크림,베베와나(BEBEWANNA),크림/젤,"온천수;정제수;글리세린;부틸렌글라이콜다이카프릴레이트/다이카프레이트;메틸프로판다이올;카프릴릭/카프릭트라이글리세라이드;부틸렌글라이콜;하이드로제네이티드폴리아이소부텐;마카다미아넛오일;에리스리톨;세테아릴알코올;비즈왁스;카프릴릴메티콘;해바라기씨오일;솔비탄스테아레이트;카보머;판테놀;스테아릴알코올;알란토인;다이포타슘글리시리제이트;펜틸렌글라이콜;1,2-헥산다이올;카프릴릴글라이콜;수크로오스스테아레이트;알에이치-올리고펩타이드-1;알로에베라잎추출물;라벤더꽃추출물;캐모마일꽃추출물;병풀추출물;녹차추출물;초피나무열매추출물;할미꽃추출물;우스니아추출물"
토브바스 프리미엄 입욕제[프로랄],베베캐슬(BEBE CASTLE),클렌저/워시,소듐바이카보네이트;소듐설페이트;소듐글루타메이트;귤껍질가루;향료;실리카;프로테아제;페녹시엑탄올;황색4호;다이포타슘글리시리제이트;산성적색52호;라이소자임;보리지씨오일;아스코빌팔미테이트;토코페롤
젤리톡 바이탈 팝퍼,베베톡(BeBeTalk),크림/젤,"해수;부틸렌글라이콜;글리세린;다이프로필렌글라이콜;메틸글루세스-20;하이드록시에틸우레아;베타인;비피다발효여과물;락토바실러스/콩발효추출물;흰버드나무껍질추출물;실론시나몬추출물;오레가노잎추출물;편백잎추출물;황금추출물;쇠비름추출물;락토바실러스/호박발효추출물;락토바실러스/쌀발효물;바다포도추출물;노티드랙추출물;올리브오일글리세레스-8에스터;젤라틴;셀룰로오스검;코코넛야자오일;동백나무씨오일;카프릴릭/카프릭트라이글리세라이드;글리세릴아크릴레이트/아크릴릭애씨드코폴리머;카보머;암모늄아크릴로일다이메틸타우레이트/브이피코폴리머;정제수;알지닌;다이소듐이디티에이;펜틸렌글라이콜;카프릴릴글라이콜;1,2-헥산다이올;벤질글라이콜;에틸헥실글리세린;라즈베리케톤;스타아니스추출물"
베이비 워시 젤,베블(bebble),클렌저/워시,정제수;코카미도프로필베타인;소듐라우레스설페이트;소듐코코암포아세테이트;글리세린;마트리카리아추출물;카렌둘라추출물;판테놀;피이지-18글리세릴올리에이트/코코에이트;피이지-7글리세릴코코에이트;폴리쿼터늄-10;시트릭애씨드;향료;트라이소듐에틸렌다이아민다이석시네이트;벤질알코올;벤조익애씨드;소르빅애씨드
샴푸 앤 바디워시,베블(bebble),클렌저/워시,정제수;라우릴글루코사이드;코카미도프로필베타인;라벤더추출물;소듐코코암포아세테이트;시트릭애씨드;향료;트라이소듐에틸렌다이아민다이석시네이트;벤질알코올;벤조익애씨드;소르빅애씨드
예방용 기저귀 크림,베블(bebble),크림/젤,정제수;징크옥사이드;글리세린;돌콩오일;폴리글리세릴-3폴리리시놀리에이트;아이소프로필미리스테이트;카프릴릭/카프릭트라이글리세라이드;C12-15알킬벤조에이트;피마자씨오일;글리세릴올리에이트;마그네슘설페이트;판테놀;시어버터;비즈왁스;하이드로제네이티드식물성오일;알클록사;향료;소듐벤조에이트;포타슘솔베이트;아스코빌팔미테이트;안개나무추출물
세라이드 로션,베비니아(Bebinia),로션,"정제수;해바라기씨오일;산양유추출물;글리세린;카프릴릭/카프릭트라이글리세라이드;부틸렌글라이콜;소듐하이알루로네이트;비즈왁스;세테아릴올리베이트;솔비탄올리베이트;세틸알코올;마카다미아넛오일;잇꽃씨오일;감태추출물;세라마이드엔피;시어버터;베타인;호호바씨오일;당귤껍질오일;병풀추출물;와일드라이스추출물;황기뿌리추출물;1,2-헥산다이올;하수오뿌리추출물;쑥추출물;양배추잎추출물;보리추출물;브로콜리추출물;알란토인;하이드로제네이티드레시틴;쇠비름추출물;알에이치-올리고펩타이드-1;구기자추출물;라즈베리추출물;아사이팜열매추출물;아리스토텔리아 킬렌시스열매추출물;복분자추출물;서양산딸기추출물;비치스트로베리추출물;검은뽕나무열매추출물;빌베리열매추출물;크랜베리추출물;양까막까치밥나무열매추출물;로우스위트블루베리추출물;알로에베라잎추출물;베타-글루칸;편백수;녹차추출물;프로판다이올;편백오일;올리브오일;황금추출물;모란뿌리추출물;스페인감초뿌리추출물;동백나무씨오일;포도씨오일;카프릴하이드록사믹애씨드;카프릴릴글라이콜;알지닌;카보머;다이소듐이디티에이"
세라이드 바스&샴푸,베비니아(Bbinia),클렌저/워시,정제수;다이소듐코코암포다이아세테이트;소듐메틸코코일타우레이트;글리세린;코코-글루코사이드;소듐코코일이세티오네이트;당귤껍질오일;세라마이드엔피;쉐어버터;카프릴하이드록사믹애씨드;카프릴릴글라이콜;산양유추출물;감태추출물;소듐하이알루로네이트;병풀추출물;알로에베라잎추출물;베타-글루칸;와일드라이스추출물;황기뿌리추출물;하수오뿌리추출물;쑥추출물;양배추잎추출물;보리추출물;브로콜리추출물;판테놀;쇠비름추출물;알에이치-올리고펩타이드-1;구기자추출물;라즈베리추출물;아사이팜열매추출물;아리스토텔리아 킬렌시스열매추출물;복분자추출물;서양산딸기추출물;비치스트로베리추출물;검은뽕나무열매추출물;빌베리열매추출물;크랜베리추출물;양까막까치밥나무열매추출물;로우스위트블루베리추출물;편백수;녹차추출물;소듐글루코네이트;프로판다이올;호호바씨오일;편백오일;올리브오일;황금추출물;모란뿌리추출물;감초추출물;동백나무씨오일;포도씨오일;해바라기씨오일;소듐클로라이드;시트릭애씨드
세라이드 수딩 젤,베비니아(Bebinia),크림/젤,"정제수;산양유추출물;글리세린;부틸렌글라이콜;소듐하이알루로네이트;감태추출물;알지닌;카보머;옥틸도데세스-16;카프릴하이드록사믹애씨드;카프릴릴글라이콜;판테놀;베타인;다이포타슘글리시리제이트;소듐폴리아크릴레이트;병풀추출물;와일드라이스추출물;1,2-헥산다이올;포도씨오일;황기뿌리추출물;하수오뿌리추출물;양배추잎추출물;브로콜리추출물;보리추출물;쑥추출물;당귤껍질오일;왕귤껍질오일;쇠비름추출물;에스에이치-올리고펩타이드-1;프로판다이올;하이드롤라이즈드완두콩단백질;피토스테롤;레시틴;올리브오일;스쿠알란;시어버터;세라마이드엔피;라즈베리추출물;아사이팜열매추출물;아리스토텔리아 킬렌시스열매추출물;복분자추출물;서양산딸기추출물;비치스트로베리추출물;검은뽕나무열매추출물;빌베리열매추출물;크랜베리추출물;양까막까치밥나무열매추출물;로우스위트블루베리추출물;알로에베라잎추출물;베타-글루칸;편백수;소듐글루코네이트;편백오일;호호바씨오일;황금추출물;모란뿌리추출물;스페인감초뿌리추출물;동백나무씨오일"
세라이드 스틱 밤,베비니아(Bebinia),크림/젤,"시어버터;마카다미아넛오일;하이드로제네이티드폴레데센;비즈왁스;칸데릴라왁스;스쿠알란;당귤껍질오일;라놀린;바바수씨오일;솔비탄세스퀴올리에이트;프로판다이올;하이드록시에세토페논;병풀추출물;해바라기씨오일;포도씨오일;호호바씨오일;와일드라이스추출물;황기뿌리추출물;하수오뿌리추출물;쑥추출물;양배추잎추출물;보리추출물;브로콜리추출물;구기자추출물;라즈베리추출물;아사이팜열매추출물;아리스토텔리아 킬렌시스열매추출물;복분자추출물;서양산딸기추출물;비치스트로베리추출물;검은뽕나무열매추출물;빌베리열매추출물;크랜베리추출물;양까막까치밥나무열매추출물;로우스위트블루베리추출물;산양유추출물;감태추출물;쇠비름추출물;알로에베라잎추출물;세라마이드엔피;베타-글루칸;편백수;녹차추출물;소듐하이알루로네이트;황금추출물;모란뿌리추출물;스페인감초뿌리추출물;부틸렌글라이콜;1,2-헥산다이올;정제수;글리세린"
세라이드 크림,베비니아(Bebinia),크림/젤,"정제수;해바라기씨오일;산양유추출물;글리세린;부틸렌글라이콜;소듐하이알루로네이트;스위트아몬드오일;카프릴릭/카프릭트라이글리세라이드;세테아릴올리베이트;솔비탄올리베이트;프로판다이올;비즈왁스;하이드로제네이티드폴리데센;잇꽃씨오일;베타인;마카다미아넛오일;베타-글루칸;감태추출물;세라마이드엔피;시어버터;세틸알코올;포도씨오일;알로에베라잎추출물;당귤껍질오일;호호바씨오일;아르간커넬오일;병풀추출물;와일드라이스추출물;황기뿌리추출물;하수오뿌리추출물;쑥추출물;양배추잎추출물;보리추출물;브로콜리추출물;1,2-헥산다이올;알란토인;다이포타슘글리시리제이트;하이드로제네이티드레시틴;쇠비름추출물;알에이치-올리고펩타이드-1;구기자추출물;라즈베리추출물;아사이팜열매추출물;아리스토텔리아 킬렌시스열매추출물;복분자추출물;서양산딸기추출물;비치스트로베리추출물;검은뽕나무열매추출물;빌베리열매추출물;양까막까치밥나무열매추출물;로우스위트블루베리추출물;편백수;녹차추출물;편백오일;올리브오일;황금추출물;모란뿌리추출물;스페인감초뿌리추출물;동백나무씨오일;카프릴하이드록사믹애씨드;카프릴릴글라이콜;알지닌;카보머;아크릴레이트/C10-30알킬아크릴레이트크로스폴리머;다이소듐이디티에이"
그린 모이스처 오일,베비루미(BABILUMI),오일,해바라기씨오일;마카다미아넛오일;호호바씨오일;카프릴릴글라이콜;캐모마일오일;올리브오일;동백나무씨오일;코코넛야자오일;코코-카프릴레이트/카프레이트
아토 로션,베베루미(BABILUMI),로션,"정제수;카프릴릭/카프릭트라이글리세라이드;메틸프로판다이올;글리세린;해바라기씨오일;글리세릴스테아레이트에스이;세테아릴알코올;메틸글루코오스세스퀴스테아레이트;비즈왁스;스테아릭애씨드;카프릴릴메티콘;세테아릴올리베이트;부틸렌글라이콜;솔비탄올리베이트;마카다미아넛오일;베타인;아보카도오일;올리브오일;판테놀;하이드로제네이티드폴리아이소부텐;알란토인;암모늄아크릴로일다이메틸타우레이트/브이피코폴리머;알지닌;카보머;1,2-헥산다이올;에틸헥실글리세린;다이소듐이디티에이;쇠비름추출물;캐모마일오일;병풀추출물;녹차추출물;님잎추출물;청호추출물;스페인감초뿌리추출물;콩싹추출물;라벤더꽃추출물;로즈마리잎추출물;황금추출물;캐모마일꽃추출물;우스니아추출물;초피나무열매추출물;할미꽃추출물"
